TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2021 Primer trimestre,2021-Q1,Hombres,M,Haría,35010,Dato desconocido,_U,20,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Haría,35010,Dato desconocido,_U,32,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Haría,35010,Dato desconocido,_U,17,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Haría,35010,Dato desconocido,_U,27,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Haría,35010,Dato desconocido,_U,13,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Haría,35010,Dato desconocido,_U,28,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Haría,35010,Dato desconocido,_U,12,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Haría,35010,Dato desconocido,_U,21,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Haría,35010,Dato desconocido,_U,8,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Haría,35010,Dato desconocido,_U,15,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Haría,35010,Dato desconocido,_U,9,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Haría,35010,Dato desconocido,_U,18,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Haría,35010,Dato desconocido,_U,7,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Haría,35010,Dato desconocido,_U,13,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Haría,35010,Dato desconocido,_U,5,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Haría,35010,Dato desconocido,_U,19,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Haría,35010,Dato desconocido,_U,6,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Haría,35010,Dato desconocido,_U,13,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Haría,35010,Construcción,A4_03,18,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Haría,35010,Construcción,A4_03,6,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Haría,35010,Construcción,A4_03,20,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Haría,35010,Construcción,A4_03,6,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Haría,35010,Construcción,A4_03,29,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Haría,35010,Construcción,A4_03,8,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Haría,35010,Construcción,A4_03,30,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Haría,35010,Construcción,A4_03,7,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Haría,35010,Construcción,A4_03,31,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Haría,35010,Construcción,A4_03,4,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Haría,35010,Construcción,A4_03,27,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Haría,35010,Construcción,A4_03,5,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Haría,35010,Construcción,A4_03,26,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Haría,35010,Construcción,A4_03,6,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Haría,35010,Construcción,A4_03,22,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Haría,35010,Construcción,A4_03,5,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Haría,35010,Construcción,A4_03,20,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Haría,35010,Construcción,A4_03,5,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Haría,35010,Construcción,A4_03,19,,,
