TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2021 Cuarto trimestre,2021-Q4,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,18,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,18,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,4,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2021 Primer trimestre,2021-Q1,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,20,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,6,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,17,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,23,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,6,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,22,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,5,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,12,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,17,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,3,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,18,,,
2020 Primer trimestre,2020-Q1,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,2,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,19,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,2,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,11,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,2,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,9,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,11,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,3,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,10,,,
2019 Primer trimestre,2019-Q1,Total,_T,Artenara,35005,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Artenara,35005,Industria,A4_02,1,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Artenara,35005,Industria,A4_02,18,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Artenara,35005,Industria,A4_02,19,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Artenara,35005,Industria,A4_02,1,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Artenara,35005,Industria,A4_02,17,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Artenara,35005,Industria,A4_02,18,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Artenara,35005,Industria,A4_02,1,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Artenara,35005,Industria,A4_02,17,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Artenara,35005,Industria,A4_02,18,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Artenara,35005,Industria,A4_02,1,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Artenara,35005,Industria,A4_02,16,,,
2021 Primer trimestre,2021-Q1,Total,_T,Artenara,35005,Industria,A4_02,17,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Artenara,35005,Industria,A4_02,1,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Artenara,35005,Industria,A4_02,15,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Artenara,35005,Industria,A4_02,16,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Artenara,35005,Industria,A4_02,17,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Artenara,35005,Industria,A4_02,17,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Artenara,35005,Industria,A4_02,16,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Artenara,35005,Industria,A4_02,16,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Artenara,35005,Industria,A4_02,17,,,
2020 Primer trimestre,2020-Q1,Total,_T,Artenara,35005,Industria,A4_02,17,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Artenara,35005,Industria,A4_02,18,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Artenara,35005,Industria,A4_02,18,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Artenara,35005,Industria,A4_02,19,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Artenara,35005,Industria,A4_02,19,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Artenara,35005,Industria,A4_02,21,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Artenara,35005,Industria,A4_02,21,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Artenara,35005,Industria,A4_02,0,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Artenara,35005,Industria,A4_02,20,,,
2019 Primer trimestre,2019-Q1,Total,_T,Artenara,35005,Industria,A4_02,20,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2021 Primer trimestre,2021-Q1,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Artenara,35005,Dato desconocido,_U,0,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Artenara,35005,Dato desconocido,_U,0,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2020 Primer trimestre,2020-Q1,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Artenara,35005,Dato desconocido,_U,1,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Artenara,35005,Dato desconocido,_U,0,,,
2019 Primer trimestre,2019-Q1,Total,_T,Artenara,35005,Dato desconocido,_U,1,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Artenara,35005,Construcción,A4_03,34,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Artenara,35005,Construcción,A4_03,35,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Artenara,35005,Construcción,A4_03,32,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Artenara,35005,Construcción,A4_03,33,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Artenara,35005,Construcción,A4_03,35,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Artenara,35005,Construcción,A4_03,36,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Artenara,35005,Construcción,A4_03,37,,,
2021 Primer trimestre,2021-Q1,Total,_T,Artenara,35005,Construcción,A4_03,38,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Artenara,35005,Construcción,A4_03,34,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Artenara,35005,Construcción,A4_03,35,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Artenara,35005,Construcción,A4_03,34,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Artenara,35005,Construcción,A4_03,35,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Artenara,35005,Construcción,A4_03,29,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Artenara,35005,Construcción,A4_03,30,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Artenara,35005,Construcción,A4_03,30,,,
2020 Primer trimestre,2020-Q1,Total,_T,Artenara,35005,Construcción,A4_03,31,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Artenara,35005,Construcción,A4_03,30,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Artenara,35005,Construcción,A4_03,31,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Artenara,35005,Construcción,A4_03,29,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Artenara,35005,Construcción,A4_03,30,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Artenara,35005,Construcción,A4_03,1,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Artenara,35005,Construcción,A4_03,34,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Artenara,35005,Construcción,A4_03,35,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Artenara,35005,Construcción,A4_03,2,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Artenara,35005,Construcción,A4_03,33,,,
2019 Primer trimestre,2019-Q1,Total,_T,Artenara,35005,Construcción,A4_03,35,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Artenara,35005,Total,_T,163,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Artenara,35005,Total,_T,267,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Artenara,35005,Total,_T,430,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Artenara,35005,Total,_T,160,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Artenara,35005,Total,_T,263,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Artenara,35005,Total,_T,423,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Artenara,35005,Total,_T,154,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Artenara,35005,Total,_T,260,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Artenara,35005,Total,_T,414,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Artenara,35005,Total,_T,154,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Artenara,35005,Total,_T,260,,,
2021 Primer trimestre,2021-Q1,Total,_T,Artenara,35005,Total,_T,414,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Artenara,35005,Total,_T,169,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Artenara,35005,Total,_T,259,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Artenara,35005,Total,_T,428,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Artenara,35005,Total,_T,166,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Artenara,35005,Total,_T,264,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Artenara,35005,Total,_T,430,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Artenara,35005,Total,_T,155,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Artenara,35005,Total,_T,256,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Artenara,35005,Total,_T,411,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Artenara,35005,Total,_T,165,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Artenara,35005,Total,_T,265,,,
2020 Primer trimestre,2020-Q1,Total,_T,Artenara,35005,Total,_T,430,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Artenara,35005,Total,_T,165,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Artenara,35005,Total,_T,269,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Artenara,35005,Total,_T,434,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Artenara,35005,Total,_T,163,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Artenara,35005,Total,_T,268,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Artenara,35005,Total,_T,431,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Artenara,35005,Total,_T,175,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Artenara,35005,Total,_T,267,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Artenara,35005,Total,_T,442,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Artenara,35005,Total,_T,174,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Artenara,35005,Total,_T,261,,,
2019 Primer trimestre,2019-Q1,Total,_T,Artenara,35005,Total,_T,435,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,La Guancha,38018,Servicios,A4_04,838,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,La Guancha,38018,Servicios,A4_04,717,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,La Guancha,38018,Servicios,A4_04,1555,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,La Guancha,38018,Servicios,A4_04,858,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,La Guancha,38018,Servicios,A4_04,723,,,
2021 Tercer trimestre,2021-Q3,Total,_T,La Guancha,38018,Servicios,A4_04,1581,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,La Guancha,38018,Servicios,A4_04,808,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,La Guancha,38018,Servicios,A4_04,700,,,
2021 Segundo trimestre,2021-Q2,Total,_T,La Guancha,38018,Servicios,A4_04,1508,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,La Guancha,38018,Servicios,A4_04,805,,,
2021 Primer trimestre,2021-Q1,Hombres,M,La Guancha,38018,Servicios,A4_04,685,,,
2021 Primer trimestre,2021-Q1,Total,_T,La Guancha,38018,Servicios,A4_04,1490,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,La Guancha,38018,Servicios,A4_04,817,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,La Guancha,38018,Servicios,A4_04,694,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,La Guancha,38018,Servicios,A4_04,1511,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,La Guancha,38018,Servicios,A4_04,815,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,La Guancha,38018,Servicios,A4_04,702,,,
2020 Tercer trimestre,2020-Q3,Total,_T,La Guancha,38018,Servicios,A4_04,1517,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,La Guancha,38018,Servicios,A4_04,793,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,La Guancha,38018,Servicios,A4_04,681,,,
2020 Segundo trimestre,2020-Q2,Total,_T,La Guancha,38018,Servicios,A4_04,1474,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,La Guancha,38018,Servicios,A4_04,794,,,
2020 Primer trimestre,2020-Q1,Hombres,M,La Guancha,38018,Servicios,A4_04,693,,,
2020 Primer trimestre,2020-Q1,Total,_T,La Guancha,38018,Servicios,A4_04,1487,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,La Guancha,38018,Servicios,A4_04,858,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,La Guancha,38018,Servicios,A4_04,710,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,La Guancha,38018,Servicios,A4_04,1568,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,La Guancha,38018,Servicios,A4_04,823,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,La Guancha,38018,Servicios,A4_04,717,,,
2019 Tercer trimestre,2019-Q3,Total,_T,La Guancha,38018,Servicios,A4_04,1540,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,La Guancha,38018,Servicios,A4_04,806,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,La Guancha,38018,Servicios,A4_04,722,,,
2019 Segundo trimestre,2019-Q2,Total,_T,La Guancha,38018,Servicios,A4_04,1528,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,La Guancha,38018,Servicios,A4_04,802,,,
2019 Primer trimestre,2019-Q1,Hombres,M,La Guancha,38018,Servicios,A4_04,701,,,
2019 Primer trimestre,2019-Q1,Total,_T,La Guancha,38018,Servicios,A4_04,1503,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,24,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,83,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,107,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,25,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,78,,,
2021 Tercer trimestre,2021-Q3,Total,_T,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,103,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,20,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,73,,,
2021 Segundo trimestre,2021-Q2,Total,_T,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,93,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,26,,,
2021 Primer trimestre,2021-Q1,Hombres,M,La Guancha,38018,"Agricultura, ganadería, silvicultura y pesca",A4_01,71,,,
